"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"MTRNR2L12",0,5.80243788986514,0.825,0.107,0,"MTRNR2L12","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MT-ATP8",0,2.56697253533933,0.696,0.306,0,"MT-ATP8","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PLCG2",0,2.21511702261841,0.493,0.152,0,"PLCG2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"HIST1H4C",0,1.067316605829,0.616,0.397,0,"HIST1H4C","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MTRNR2L8",0,1.84147042438055,0.296,0.089,0,"MTRNR2L8","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"mTreg",0,18.6300721001881,0.201,0,0,"mTreg","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"non-CD3",0,16.6082914979833,0.201,0,0,"non-CD3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"mCD4",0,17.5773563898357,0.201,0,0,"mCD4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"mCD8",0,18.8631629071624,0.201,0,0,"mCD8","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RACK1",0,15.5472613055589,0.197,0,0,"RACK1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5F1E",0,14.4443806970451,0.186,0,0,"ATP5F1E","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5MC2",0,13.9913848784118,0.178,0,0,"ATP5MC2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CD45RA-TotalSeqC",0,17.3159868439019,0.178,0,0,"CD45RA-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CD4-TotalSeqC",0,18.5369458526115,0.178,0,0,"CD4-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CD8a-TotalSeqC",0,18.5605336932939,0.178,0,0,"CD8a-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CD25-TotalSeqC",0,19.184689433185,0.178,0,0,"CD25-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CD127-TotalSeqC",0,17.6655088118342,0.178,0,0,"CD127-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CD279-TotalSeqC",0,18.7188548398993,0.178,0,0,"CD279-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"HLA-DR-TotalSeqC",0,18.8968601003746,0.178,0,0,"HLA-DR-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"IgG1-ISO-TotalSeqC",0,18.9274996525061,0.178,0,0,"IgG1-ISO-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"IgG2a-ISO-TotalSeqC",0,17.9807866493538,0.178,0,0,"IgG2a-ISO-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"IgG2b-ISO-TotalSeqC",0,17.7056475419591,0.178,0,0,"IgG2b-ISO-TotalSeqC","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5MG",0,13.7627464941716,0.171,0,0,"ATP5MG","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MT-ND4L",0,1.83651844350946,0.882,0.719,0,"MT-ND4L","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ELOB",0,12.8655538777762,0.141,0,0,"ELOB","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"SELENOK",0,12.9937655767025,0.137,0,0,"SELENOK","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP6V0C",0,5.72255052668612,0.136,0.005,0,"ATP6V0C","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PAXX",0,12.7029436340685,0.128,0,0,"PAXX","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5MC3",0,12.4030336836719,0.121,0,0,"ATP5MC3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5F1D",0,12.4027007771393,0.113,0,0,"ATP5F1D","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RPS26",0,1.14260025334814,0.952,0.856,0,"RPS26","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5MF",9.4879202798417e-302,12.1597883263177,0.108,0,2.62948222635533e-297,"ATP5MF","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5MD",6.63591054469242e-292,12.1380115180179,0.104,0,1.83907624835606e-287,"ATP5MD","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"SELENOW",5.72472972878792e-291,12.0768312514103,0.104,0,1.58655159703628e-286,"SELENOW","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5F1B",8.378217522496e-276,11.9910419361528,0.099,0,2.32193920418454e-271,"ATP5F1B","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"FYB1",3.31387614504527e-267,12.3633986116588,0.096,0,9.18407634837846e-263,"FYB1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5MPL",2.00961389094299e-264,11.8597396585632,0.095,0,5.56944393735941e-260,"ATP5MPL","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5PD",2.55498610831431e-250,11.7757780352853,0.09,0,7.08088850058229e-246,"ATP5PD","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"JPT1",2.55498623390732e-250,11.8621253481596,0.09,0,7.08088884865075e-246,"JPT1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5ME",2.55498627876271e-250,11.8357558979944,0.09,0,7.08088897296299e-246,"ATP5ME","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5F1A",7.216583137219e-244,11.7712495279612,0.088,0,2.00000385064887e-239,"ATP5F1A","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5PB",1.02036981714955e-242,11.7115621037874,0.087,0,2.82785291124826e-238,"ATP5PB","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5IF1",1.73295506778793e-242,11.7856736807874,0.087,0,4.80271167486747e-238,"ATP5IF1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PTPRCAP",2.29580861715287e-242,5.17632134385606,0.1,0.005,6.36260400157746e-238,"PTPRCAP","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RTRAF",1.68845941286262e-239,11.6809351671536,0.086,0,4.67939641680747e-235,"RTRAF","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"SEM1",5.45629086150059e-234,11.6060071602827,0.084,0,1.51215644935627e-229,"SEM1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TENT5C",1.06991518617643e-231,11.8846548864471,0.084,0,2.96516294696936e-227,"TENT5C","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"SELENOH",3.07339753149186e-231,11.6509971597144,0.083,0,8.51761391877655e-227,"SELENOH","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5PF",1.0157450546198e-228,11.5328170941857,0.083,0,2.81503584437332e-224,"ATP5PF","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"REX1BD",1.09256015688806e-223,11.5721716470016,0.081,0,3.02792121879957e-219,"REX1BD","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
