"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comparison","status","gene"
0.344600259796103,-0.0184281892825775,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","PUM3"
0.344671077269656,0.062961506588578,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","TMX3"
0.344729427288931,-0.0949428714524023,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","TLE3"
0.344802460577866,0.219548513704029,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SHKBP1"
0.344807785235381,-0.257068713962282,0.227,0.278,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","TRIM58"
0.344886214143118,-0.377716139062452,0.818,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SLC33A1"
0.344889038472118,-0.284467590531721,0.5,0.944,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-22P6.2"
0.344930778840904,-0.295792332762891,0.227,0.389,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC016907.3"
0.345005677060678,-0.287050224685817,0.227,0.222,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC137932.5"
0.34502982805489,-0.154192763763519,0.818,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","DIEXF"
0.345039630046206,-0.097832889607266,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","LSM8"
0.345039638854483,-0.310453984913014,0.182,0.222,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CTD-2521M24.8"
0.345072856527309,-0.271448817979399,0.455,0.667,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CTD-3065J16.9"
0.345076378275572,-0.18125621458559,0.591,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-219A15.1"
0.345135609328644,-0.320080698923162,0.455,0.833,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ZBTB8A"
0.345137319194783,-0.0614523202551545,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","MRPS22"
0.345147447345379,-0.298846031167706,0.273,0.5,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-923I11.6"
0.345182664522592,-0.311749499298426,0.182,0.333,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CTD-2516F10.2"
0.345185295918776,-0.266458222885394,0.136,0.222,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CTD-2331H12.7"
0.345187016590829,-0.346009356859176,0.591,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","B3GNT8"
0.345219389975402,-0.195110603653465,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ARCN1"
0.345298132999499,0.00339090263316422,0.773,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","HIST1H2AK"
0.345321952689094,-0.342101983021807,0.636,0.944,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RGS12"
0.345373004432804,0.119425809475869,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SUPT6H"
0.345392480886378,-0.00994936168167282,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CTDNEP1"
0.345395553475009,-0.12424853873315,0.773,0.944,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ZBTB18"
0.345412723698165,-0.117906983460657,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","LTV1"
0.345485087281692,-0.26396866888334,0.136,0.167,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-330A16.1"
0.345499637961954,-0.278203418857944,0.227,0.167,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CYP1B1-AS1"
0.345507913957698,-0.379178526204893,0.409,0.778,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-262H14.4"
0.34555880409767,0.127603068825221,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CD8A"
0.345655290825713,-0.247591877794458,0.182,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","REG1A"
0.345724328640232,-0.341448707136434,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-660L16.2"
0.345802491726257,-0.0259560850814986,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","GID8"
